Record #:  0,
Notes :,
Oxo med v2,
,
01/06/202621:24:01Record #:,0
Notes :,
Oxo med v2,
,
01/06/202621:24:01,
Codes Data,
,
Status Bits	CH2,
FFFFFFFFFFC00000	0009DADD,
FFFFFFFFFFC00000	0009C2ED,
FFFFFFFFFFC00000	0009A96D,
FFFFFFFFFFC00000	00097BF2,
FFFFFFFFFFC00000	00096115,
FFFFFFFFFFC00000	00095FEF,
FFFFFFFFFFC00000	0009594A,
FFFFFFFFFFC00000	00096943,
FFFFFFFFFFC00000	00099917,
FFFFFFFFFFC00000	0009BCFB,
FFFFFFFFFFC00000	0009C575,
FFFFFFFFFFC00000	0009B50C,
FFFFFFFFFFC00000	000999A1,
FFFFFFFFFFC00000	0009665B,
FFFFFFFFFFC00000	000942BC,
FFFFFFFFFFC00000	00094042,
FFFFFFFFFFC00000	00095328,
FFFFFFFFFFC00000	0009775A,
FFFFFFFFFFC00000	0009B0B2,
FFFFFFFFFFC00000	0009C620,
FFFFFFFFFFC00000	0009CD73,
FFFFFFFFFFC00000	0009CD46,
FFFFFFFFFFC00000	0009B8FA,
FFFFFFFFFFC00000	00099A49,
FFFFFFFFFFC00000	00097EF1,
FFFFFFFFFFC00000	00097C5B,
FFFFFFFFFFC00000	00099285,
FFFFFFFFFFC00000	0009A8FF,
FFFFFFFFFFC00000	0009D7C7,
FFFFFFFFFFC00000	0009F1BC,
FFFFFFFFFFC00000	0009FFE1,
FFFFFFFFFFC00000	0009EDD2,
FFFFFFFFFFC00000	0009E46B,
FFFFFFFFFFC00000	0009C052,
FFFFFFFFFFC00000	0009A043,
FFFFFFFFFFC00000	00099C12,
FFFFFFFFFFC00000	0009A89F,
FFFFFFFFFFC00000	0009BDC8,
FFFFFFFFFFC00000	0009E48F,
FFFFFFFFFFC00000	0009EFF1,
FFFFFFFFFFC00000	0009F7DA,
FFFFFFFFFFC00000	0009E355,
FFFFFFFFFFC00000	0009C55B,
FFFFFFFFFFC00000	0009955C,
FFFFFFFFFFC00000	000986EA,
FFFFFFFFFFC00000	000987BB,
FFFFFFFFFFC00000	00099449,
FFFFFFFFFFC00000	0009A56D,
FFFFFFFFFFC00000	0009D695,
FFFFFFFFFFC00000	0009FA4A,
FFFFFFFFFFC00000	0009F803,
FFFFFFFFFFC00000	0009E260,
FFFFFFFFFFC00000	0009CABC,
FFFFFFFFFFC00000	00099FF0,
FFFFFFFFFFC00000	00097CDF,
FFFFFFFFFFC00000	00097747,
FFFFFFFFFFC00000	00098423,
FFFFFFFFFFC00000	00098E1E,
FFFFFFFFFFC00000	0009B8D4,
FFFFFFFFFFC00000	0009E3A8,
FFFFFFFFFFC00000	0009F924,
FFFFFFFFFFC00000	0009F79F,
FFFFFFFFFFC00000	0009E1D2,
FFFFFFFFFFC00000	0009AF08,
FFFFFFFFFFC00000	00099230,
FFFFFFFFFFC00000	00098E1C,
FFFFFFFFFFC00000	000998CB,
FFFFFFFFFFC00000	0009AEB2,
FFFFFFFFFFC00000	0009DD17,
FFFFFFFFFFC00000	0009F9B8,
FFFFFFFFFFC00000	0009FB86,
FFFFFFFFFFC00000	0009ED2B,
FFFFFFFFFFC00000	0009DD9C,
FFFFFFFFFFC00000	0009B5B2,
FFFFFFFFFFC00000	00099790,
FFFFFFFFFFC00000	000991A2,
FFFFFFFFFFC00000	0009A41A,
FFFFFFFFFFC00000	0009C61F,
FFFFFFFFFFC00000	0009E3FA,
FFFFFFFFFFC00000	0009E820,
FFFFFFFFFFC00000	0009E8F8,
FFFFFFFFFFC00000	0009D556,
FFFFFFFFFFC00000	0009B583,
FFFFFFFFFFC00000	00098653,
FFFFFFFFFFC00000	000966C8,
FFFFFFFFFFC00000	00096611,
FFFFFFFFFFC00000	00097CDD,
FFFFFFFFFFC00000	0009960D,
FFFFFFFFFFC00000	0009BBCF,
FFFFFFFFFFC00000	0009DBB0,
FFFFFFFFFFC00000	0009E48B,
FFFFFFFFFFC00000	0009DA6F,
FFFFFFFFFFC00000	0009C495,
FFFFFFFFFFC00000	00099ADA,
FFFFFFFFFFC00000	00097866,
FFFFFFFFFFC00000	00096FF2,
FFFFFFFFFFC00000	00097D1D,
FFFFFFFFFFC00000	0009994B,
FFFFFFFFFFC00000	0009CF99,
FFFFFFFFFFC00000	0009EDDA,
FFFFFFFFFFC00000	0009F437,
FFFFFFFFFFC00000	0009EDD8,
FFFFFFFFFFC00000	0009D0AC,
FFFFFFFFFFC00000	0009A499,
FFFFFFFFFFC00000	00098666,
FFFFFFFFFFC00000	00097EF4,
FFFFFFFFFFC00000	00099312,
FFFFFFFFFFC00000	0009BC86,
FFFFFFFFFFC00000	0009FB7C,
FFFFFFFFFFC00000	000A1A2A,
FFFFFFFFFFC00000	000A10DA,
FFFFFFFFFFC00000	0009FFCF,
FFFFFFFFFFC00000	0009E6BA,
FFFFFFFFFFC00000	0009B2A4,
FFFFFFFFFFC00000	000997BA,
FFFFFFFFFFC00000	00098FD6,
FFFFFFFFFFC00000	00099934,
FFFFFFFFFFC00000	0009B35F,
FFFFFFFFFFC00000	0009ECAA,
FFFFFFFFFFC00000	000A137C,
FFFFFFFFFFC00000	000A0ABF,
FFFFFFFFFFC00000	0009F0F0,
FFFFFFFFFFC00000	0009D5F1,
FFFFFFFFFFC00000	0009AC1E,
FFFFFFFFFFC00000	00099645,
FFFFFFFFFFC00000	00099107,
FFFFFFFFFFC00000	00099BE8,
FFFFFFFFFFC00000	0009BDF5,
FFFFFFFFFFC00000	0009F3B7,
FFFFFFFFFFC00000	000A11CF,
FFFFFFFFFFC00000	000A0D1C,
FFFFFFFFFFC00000	0009FF90,
FFFFFFFFFFC00000	0009E834,
FFFFFFFFFFC00000	0009B8BC,
FFFFFFFFFFC00000	0009A4E0,
FFFFFFFFFFC00000	00099A06,
FFFFFFFFFFC00000	0009A1B1,
FFFFFFFFFFC00000	0009C4F1,
FFFFFFFFFFC00000	0009F73E,
FFFFFFFFFFC00000	000A1AEC,
FFFFFFFFFFC00000	000A24A4,
FFFFFFFFFFC00000	000A0838,
FFFFFFFFFFC00000	0009E878,
FFFFFFFFFFC00000	0009B9C8,
FFFFFFFFFFC00000	0009A1FA,
FFFFFFFFFFC00000	0009AADB,
FFFFFFFFFFC00000	0009C300,
FFFFFFFFFFC00000	0009E875,
FFFFFFFFFFC00000	0009F89C,
FFFFFFFFFFC00000	0009E058,
FFFFFFFFFFC00000	0009DA5C,
FFFFFFFFFFC00000	0009CF50,
FFFFFFFFFFC00000	0009B2A9,
FFFFFFFFFFC00000	00097E7C,
FFFFFFFFFFC00000	000950D7,
FFFFFFFFFFC00000	00096328,
FFFFFFFFFFC00000	00097C03,
FFFFFFFFFFC00000	00099799,
FFFFFFFFFFC00000	0009C778,
FFFFFFFFFFC00000	0009F1E6,
FFFFFFFFFFC00000	0009EE6D,
FFFFFFFFFFC00000	0009CFCE,
FFFFFFFFFFC00000	0009B879,
FFFFFFFFFFC00000	00098E6B,
FFFFFFFFFFC00000	00096CB5,
FFFFFFFFFFC00000	00095E84,
FFFFFFFFFFC00000	0009668B,
FFFFFFFFFFC00000	000981BD,
FFFFFFFFFFC00000	0009BE8E,
FFFFFFFFFFC00000	0009E716,
FFFFFFFFFFC00000	0009EF71,
FFFFFFFFFFC00000	0009E639,
FFFFFFFFFFC00000	0009C133,
FFFFFFFFFFC00000	0009803D,
FFFFFFFFFFC00000	00095FB1,
FFFFFFFFFFC00000	0009738A,
FFFFFFFFFFC00000	00097D40,
FFFFFFFFFFC00000	0009A2F8,
FFFFFFFFFFC00000	0009E5B2,
FFFFFFFFFFC00000	000A0053,
FFFFFFFFFFC00000	0009FB79,
FFFFFFFFFFC00000	0009E32F,
FFFFFFFFFFC00000	0009C176,
FFFFFFFFFFC00000	000997EB,
FFFFFFFFFFC00000	00098195,
FFFFFFFFFFC00000	00097B9A,
FFFFFFFFFFC00000	000987C5,
FFFFFFFFFFC00000	0009A7FC,
FFFFFFFFFFC00000	0009DD38,
FFFFFFFFFFC00000	0009F419,
FFFFFFFFFFC00000	0009F95A,
FFFFFFFFFFC00000	000A079F,
FFFFFFFFFFC00000	0009EAE6,
FFFFFFFFFFC00000	0009B2BD,
FFFFFFFFFFC00000	00099A9B,
FFFFFFFFFFC00000	00099584,
FFFFFFFFFFC00000	0009A0C7,
FFFFFFFFFFC00000	0009CA1E,
FFFFFFFFFFC00000	000A02D0,
FFFFFFFFFFC00000	000A2BE5,
FFFFFFFFFFC00000	000A28F0,
FFFFFFFFFFC00000	000A1332,
FFFFFFFFFFC00000	0009FAC0,
FFFFFFFFFFC00000	0009C55D,
FFFFFFFFFFC00000	0009911B,
FFFFFFFFFFC00000	00099B39,
FFFFFFFFFFC00000	0009B0DA,
FFFFFFFFFFC00000	0009CD31,
FFFFFFFFFFC00000	0009FEFD,
FFFFFFFFFFC00000	000A10F5,
FFFFFFFFFFC00000	000A0CE7,
FFFFFFFFFFC00000	0009F1D5,
FFFFFFFFFFC00000	0009DDEF,
FFFFFFFFFFC00000	0009A4C0,
FFFFFFFFFFC00000	00098295,
FFFFFFFFFFC00000	00099AF9,
FFFFFFFFFFC00000	00099E7A,
FFFFFFFFFFC00000	0009B336,
FFFFFFFFFFC00000	0009EE24,
FFFFFFFFFFC00000	000A05E6,
FFFFFFFFFFC00000	000A099E,
FFFFFFFFFFC00000	000A07A1,
FFFFFFFFFFC00000	0009F1C4,
FFFFFFFFFFC00000	0009AFF7,
FFFFFFFFFFC00000	00098BFE,
FFFFFFFFFFC00000	000988CC,
FFFFFFFFFFC00000	0009ACB0,
FFFFFFFFFFC00000	0009D2E3,
FFFFFFFFFFC00000	000A1241,
FFFFFFFFFFC00000	000A2FB8,
FFFFFFFFFFC00000	000A0DB9,
FFFFFFFFFFC00000	0009F388,
FFFFFFFFFFC00000	0009D793,
FFFFFFFFFFC00000	0009ADE6,
FFFFFFFFFFC00000	00099461,
FFFFFFFFFFC00000	0009933A,
FFFFFFFFFFC00000	0009B4FC,
FFFFFFFFFFC00000	0009D96B,
FFFFFFFFFFC00000	000A0876,
FFFFFFFFFFC00000	000A0F23,
FFFFFFFFFFC00000	0009FFD3,
FFFFFFFFFFC00000	0009EA37,
FFFFFFFFFFC00000	0009CE85,
FFFFFFFFFFC00000	0009AC18,
FFFFFFFFFFC00000	0009ADD6,
FFFFFFFFFFC00000	0009CC6B,
FFFFFFFFFFC00000	0009F3EC,
FFFFFFFFFFC00000	000A21D8,
FFFFFFFFFFC00000	000A2AEA,
FFFFFFFFFFC00000	000A0423,
FFFFFFFFFFC00000	000A0594,
FFFFFFFFFFC00000	0009F34F,
FFFFFFFFFFC00000	0009C5AF,
FFFFFFFFFFC00000	00098552,
FFFFFFFFFFC00000	00097378,
FFFFFFFFFFC00000	0009660D,
FFFFFFFFFFC00000	00097839,
FFFFFFFFFFC00000	00099F6B,
FFFFFFFFFFC00000	0009CEBA,
FFFFFFFFFFC00000	0009CE49,
FFFFFFFFFFC00000	0009D006,
FFFFFFFFFFC00000	0009C52D,
FFFFFFFFFFC00000	0009AB75,
FFFFFFFFFFC00000	000972E4,
FFFFFFFFFFC00000	0009839E,
FFFFFFFFFFC00000	000990A5,
FFFFFFFFFFC00000	00099614,
FFFFFFFFFFC00000	0009B50C,
FFFFFFFFFFC00000	0009EA28,
FFFFFFFFFFC00000	000A0733,
FFFFFFFFFFC00000	0009FA3B,
FFFFFFFFFFC00000	000A05E8,
FFFFFFFFFFC00000	000A0265,
FFFFFFFFFFC00000	0009D312,
FFFFFFFFFFC00000	0009B8CC,
FFFFFFFFFFC00000	0009B3D0,
FFFFFFFFFFC00000	00099958,
FFFFFFFFFFC00000	0009B225,
FFFFFFFFFFC00000	0009FA13,
FFFFFFFFFFC00000	000A0B7B,
FFFFFFFFFFC00000	0009FD5D,
FFFFFFFFFFC00000	0009F012,
FFFFFFFFFFC00000	0009CFCD,
FFFFFFFFFFC00000	0009A267,
FFFFFFFFFFC00000	00099412,
FFFFFFFFFFC00000	00099352,
FFFFFFFFFFC00000	00099BEB,
FFFFFFFFFFC00000	0009B25B,
FFFFFFFFFFC00000	0009F38D,
FFFFFFFFFFC00000	000A1D4D,
FFFFFFFFFFC00000	000A13C3,
FFFFFFFFFFC00000	0009E52B,
FFFFFFFFFFC00000	0009D218,
FFFFFFFFFFC00000	0009A048,
FFFFFFFFFFC00000	00099C2B,
FFFFFFFFFFC00000	00096CC0,
FFFFFFFFFFC00000	000954E4,
FFFFFFFFFFC00000	00096F8B,
FFFFFFFFFFC00000	0009A5B3,
FFFFFFFFFFC00000	0009B8EC,
FFFFFFFFFFC00000	0009A2D7,
FFFFFFFFFFC00000	0009824D,
FFFFFFFFFFC00000	00096B7B,
FFFFFFFFFFC00000	00093FB3,
FFFFFFFFFFC00000	00094D00,
FFFFFFFFFFC00000	0009632C,
FFFFFFFFFFC00000	00097F12,
FFFFFFFFFFC00000	0009A4B3,
FFFFFFFFFFC00000	0009DBFB,
FFFFFFFFFFC00000	0009FF1F,
FFFFFFFFFFC00000	000A09F2,
FFFFFFFFFFC00000	000A1B82,
FFFFFFFFFFC00000	000A0371,
FFFFFFFFFFC00000	0009D670,
FFFFFFFFFFC00000	0009D36C,
FFFFFFFFFFC00000	0009E6BB,
FFFFFFFFFFC00000	000A096E,
FFFFFFFFFFC00000	000A4BCB,
FFFFFFFFFFC00000	000A8017,
FFFFFFFFFFC00000	000A9262,
FFFFFFFFFFC00000	000A7B50,
FFFFFFFFFFC00000	000A61B6,
FFFFFFFFFFC00000	000A4333,
FFFFFFFFFFC00000	000A10CC,
FFFFFFFFFFC00000	0009EF28,
FFFFFFFFFFC00000	0009FF7D,
FFFFFFFFFFC00000	000A1A93,
FFFFFFFFFFC00000	000A583F,
FFFFFFFFFFC00000	000A71D3,
FFFFFFFFFFC00000	000A7385,
FFFFFFFFFFC00000	000A567B,
FFFFFFFFFFC00000	000A39CF,
FFFFFFFFFFC00000	000A218D,
FFFFFFFFFFC00000	0009E334,
FFFFFFFFFFC00000	0009CB75,
FFFFFFFFFFC00000	0009DC84,
FFFFFFFFFFC00000	0009F08C,
FFFFFFFFFFC00000	000A0A54,
FFFFFFFFFFC00000	000A30C1,
FFFFFFFFFFC00000	000A4A99,
FFFFFFFFFFC00000	000A5271,
FFFFFFFFFFC00000	000A496C,
FFFFFFFFFFC00000	000A362F,
FFFFFFFFFFC00000	000A1249,
FFFFFFFFFFC00000	000A0720,
FFFFFFFFFFC00000	000A0BF3,
FFFFFFFFFFC00000	000A3D66,
FFFFFFFFFFC00000	000A8656,
FFFFFFFFFFC00000	000A90E8,
FFFFFFFFFFC00000	000A9520,
FFFFFFFFFFC00000	000A8E8D,
FFFFFFFFFFC00000	000A8BBE,
FFFFFFFFFFC00000	000A77B5,
FFFFFFFFFFC00000	000A6206,
FFFFFFFFFFC00000	000A9293,
FFFFFFFFFFC00000	000AC1B0,
FFFFFFFFFFC00000	000AFE0B,
FFFFFFFFFFC00000	000B8A73,
FFFFFFFFFFC00000	000C1AE4,
FFFFFFFFFFC00000	000C2CCD,
FFFFFFFFFFC00000	000C556A,
FFFFFFFFFFC00000	000C95DC,
FFFFFFFFFFC00000	000CCC52,
FFFFFFFFFFC00000	000CEC9B,
FFFFFFFFFFC00000	000CFD2A,
FFFFFFFFFFC00000	000D2D1F,
FFFFFFFFFFC00000	000D7BC1,
FFFFFFFFFFC00000	000DD688,
FFFFFFFFFFC00000	000E7F85,
FFFFFFFFFFC00000	000EF69A,
FFFFFFFFFFC00000	000F120B,
FFFFFFFFFFC00000	000F15C6,
FFFFFFFFFFC00000	000F07DE,
FFFFFFFFFFC00000	000EEAE6,
FFFFFFFFFFC00000	000ED521,
FFFFFFFFFFC00000	000EE3B4,
FFFFFFFFFFC00000	000F3170,
FFFFFFFFFFC00000	000FA2A9,
FFFFFFFFFFC00000	000FE9C3,
FFFFFFFFFFC00000	00100DE6,
FFFFFFFFFFC00000	001024F6,
FFFFFFFFFFC00000	001029E4,
FFFFFFFFFFC00000	001013CE,
FFFFFFFFFFC00000	000FD93E,
FFFFFFFFFFC00000	000FB8FC,
FFFFFFFFFFC00000	000FE580,
FFFFFFFFFFC00000	000FEF60,
FFFFFFFFFFC00000	001013B1,
FFFFFFFFFFC00000	00106955,
FFFFFFFFFFC00000	00109D47,
FFFFFFFFFFC00000	0010965B,
FFFFFFFFFFC00000	0010A00D,
FFFFFFFFFFC00000	0010777B,
FFFFFFFFFFC00000	00103728,
FFFFFFFFFFC00000	00102071,
FFFFFFFFFFC00000	0010299F,
FFFFFFFFFFC00000	00103E8C,
FFFFFFFFFFC00000	001068CD,
FFFFFFFFFFC00000	0010B174,
FFFFFFFFFFC00000	0010E119,
FFFFFFFFFFC80000	0010F0B6,
FFFFFFFFFFC80000	0010D0A9,
FFFFFFFFFFC80000	00108F48,
FFFFFFFFFFC80000	00105CC6,
FFFFFFFFFFC80000	00106526,
FFFFFFFFFFC80000	0010C519,
FFFFFFFFFFC80000	00114F11,
FFFFFFFFFFC80000	0011FCEA,
FFFFFFFFFFC80000	00130E96,
FFFFFFFFFFC80000	00147FF4,
FFFFFFFFFFC80000	0014F108,
FFFFFFFFFFC80000	0014CDAF,
FFFFFFFFFFC80000	0014FE99,
FFFFFFFFFFC80000	00159F27,
FFFFFFFFFFC80000	0015E054,
FFFFFFFFFFC80000	0015DEA9,
FFFFFFFFFFC80000	0015134C,
FFFFFFFFFFC80000	0013865D,
FFFFFFFFFFC80000	001116FA,
FFFFFFFFFFC80000	000F33C1,
FFFFFFFFFFC80000	000E83CA,
FFFFFFFFFFC80000	000E923A,
FFFFFFFFFFC80000	000F7176,
FFFFFFFFFFC80000	0010D38B,
FFFFFFFFFFC80000	0010E108,
FFFFFFFFFFC80000	00100854,
FFFFFFFFFFC80000	000E93A2,
FFFFFFFFFFC80000	000C37BF,
FFFFFFFFFFC80000	0009029D,
FFFFFFFFFFC80000	0006B72E,
FFFFFFFFFFC80000	0005EE4D,
FFFFFFFFFFC80000	00066D3B,
FFFFFFFFFFCA0000	00078EE3,
FFFFFFFFFFCA0000	00097AA6,
FFFFFFFFFFCA0000	000A84C2,
FFFFFFFFFFCA0000	000AC997,
FFFFFFFFFFCA0000	000A2EF8,
FFFFFFFFFFCA0000	0008D2DD,
FFFFFFFFFFCA0000	00065814,
FFFFFFFFFFCA0000	0004C995,
FFFFFFFFFFCA0000	0004C97C,
FFFFFFFFFFCA0000	0005FE1C,
FFFFFFFFFFCA0000	0007F2BB,
FFFFFFFFFFCA0000	000AD73F,
FFFFFFFFFFCA0000	000CAE96,
FFFFFFFFFFCA0000	000D05CB,
FFFFFFFFFFCA0000	000C4913,
FFFFFFFFFFCA0000	000A68CA,
FFFFFFFFFFCA0000	00079A85,
FFFFFFFFFFCA0000	0005C6D7,
FFFFFFFFFFCA0000	00058BFE,
FFFFFFFFFFCA0000	00063383,
FFFFFFFFFFCA0000	00097A09,
FFFFFFFFFFCA0000	0012546E,
FFFFFFFFFFCA0000	00147557,
FFFFFFFFFFCA0000	001411D8,
FFFFFFFFFFCA0000	0012B8E5,
FFFFFFFFFFCA0000	0011A1D9,
FFFFFFFFFFCA0000	000E64F7,
FFFFFFFFFFCA0000	000A5936,
FFFFFFFFFFCA0000	000944DE,
FFFFFFFFFFCA0000	00076675,
FFFFFFFFFFCA0000	0007941A,
FFFFFFFFFFCA0000	0009C000,
FFFFFFFFFFCA0000	000B10E7,
FFFFFFFFFFCA0000	000B4BFD,
FFFFFFFFFFCA0000	000C57F0,
FFFFFFFFFFCA0000	001112AF,
FFFFFFFFFFCA0000	000F0B2F,
FFFFFFFFFFCA0000	000B3857,
FFFFFFFFFFCA0000	000A8DF8,
FFFFFFFFFFCA0000	000C1233,
FFFFFFFFFFCA0000	000F90CC,
FFFFFFFFFFCA0000	0011F205,
FFFFFFFFFFCA0000	0011986A,
FFFFFFFFFFCA0000	00114E92,
FFFFFFFFFFCA0000	0011312D,
FFFFFFFFFFCA0000	001138C4,
FFFFFFFFFFCA0000	000F7CD2,
FFFFFFFFFFCA0000	000C1EF8,
FFFFFFFFFFCA0000	000B727C,
FFFFFFFFFFCA0000	000CED6D,
FFFFFFFFFFCA0000	000FD391,
FFFFFFFFFFCA0000	0010F28D,
FFFFFFFFFFCA0000	001079AC,
FFFFFFFFFFCA0000	00103236,
FFFFFFFFFFCA0000	00101300,
FFFFFFFFFFCA0000	00102FA5,
FFFFFFFFFFCA0000	000F7A8C,
FFFFFFFFFFCA0000	000CA21D,
FFFFFFFFFFCA0000	000BD2E9,
FFFFFFFFFFCA0000	000D354C,
FFFFFFFFFFCA0000	000FA489,
FFFFFFFFFFCA0000	00102997,
FFFFFFFFFFCA0000	000FAF8B,
FFFFFFFFFFCA0000	000F6C9B,
FFFFFFFFFFCA0000	000F5243,
FFFFFFFFFFCA0000	000F72D9,
FFFFFFFFFFCA0000	000F589C,
FFFFFFFFFFCA0000	000D461E,
FFFFFFFFFFCA0000	000C86C7,
