Record #:  0,,
Notes :,,
Oxo med v2,,
,,
01/06/202621:24:01Record,#:,0
Notes :,,
Oxo med v2,,
,,
01/06/202621:24:01,,
Volts Data,,
,,
CH2,,
3.08E+04,,
3.05E+04,,
3.02E+04,,
2.96E+04,,
2.93E+04,,
2.93E+04,,
2.92E+04,,
2.94E+04,,
3.00E+04,,
3.04E+04,,
3.05E+04,,
3.03E+04,,
3.00E+04,,
2.94E+04,,
2.89E+04,,
2.89E+04,,
2.91E+04,,
2.96E+04,,
3.03E+04,,
3.05E+04,,
3.06E+04,,
3.06E+04,,
3.04E+04,,
3.00E+04,,
2.97E+04,,
2.96E+04,,
2.99E+04,,
3.02E+04,,
3.08E+04,,
3.11E+04,,
3.12E+04,,
3.10E+04,,
3.09E+04,,
3.05E+04,,
3.01E+04,,
3.00E+04,,
3.02E+04,,
3.04E+04,,
3.09E+04,,
3.11E+04,,
3.12E+04,,
3.09E+04,,
3.05E+04,,
2.99E+04,,
2.98E+04,,
2.98E+04,,
2.99E+04,,
3.01E+04,,
3.07E+04,,
3.12E+04,,
3.12E+04,,
3.09E+04,,
3.06E+04,,
3.01E+04,,
2.96E+04,,
2.96E+04,,
2.97E+04,,
2.99E+04,,
3.04E+04,,
3.09E+04,,
3.12E+04,,
3.11E+04,,
3.09E+04,,
3.03E+04,,
2.99E+04,,
2.99E+04,,
3.00E+04,,
3.03E+04,,
3.08E+04,,
3.12E+04,,
3.12E+04,,
3.10E+04,,
3.08E+04,,
3.03E+04,,
3.00E+04,,
2.99E+04,,
3.01E+04,,
3.05E+04,,
3.09E+04,,
3.10E+04,,
3.10E+04,,
3.07E+04,,
3.03E+04,,
2.98E+04,,
2.94E+04,,
2.94E+04,,
2.96E+04,,
3.00E+04,,
3.04E+04,,
3.08E+04,,
3.09E+04,,
3.08E+04,,
3.05E+04,,
3.00E+04,,
2.96E+04,,
2.95E+04,,
2.97E+04,,
3.00E+04,,
3.07E+04,,
3.10E+04,,
3.11E+04,,
3.10E+04,,
3.07E+04,,
3.01E+04,,
2.98E+04,,
2.97E+04,,
2.99E+04,,
3.04E+04,,
3.12E+04,,
3.16E+04,,
3.15E+04,,
3.12E+04,,
3.09E+04,,
3.03E+04,,
3.00E+04,,
2.99E+04,,
3.00E+04,,
3.03E+04,,
3.10E+04,,
3.15E+04,,
3.14E+04,,
3.11E+04,,
3.07E+04,,
3.02E+04,,
3.00E+04,,
2.99E+04,,
3.00E+04,,
3.04E+04,,
3.11E+04,,
3.15E+04,,
3.14E+04,,
3.12E+04,,
3.10E+04,,
3.04E+04,,
3.01E+04,,
3.00E+04,,
3.01E+04,,
3.05E+04,,
3.11E+04,,
3.16E+04,,
3.17E+04,,
3.14E+04,,
3.10E+04,,
3.04E+04,,
3.01E+04,,
3.02E+04,,
3.05E+04,,
3.10E+04,,
3.12E+04,,
3.09E+04,,
3.08E+04,,
3.07E+04,,
3.03E+04,,
2.97E+04,,
2.91E+04,,
2.93E+04,,
2.96E+04,,
3.00E+04,,
3.06E+04,,
3.11E+04,,
3.10E+04,,
3.07E+04,,
3.04E+04,,
2.99E+04,,
2.95E+04,,
2.93E+04,,
2.94E+04,,
2.97E+04,,
3.05E+04,,
3.09E+04,,
3.10E+04,,
3.09E+04,,
3.05E+04,,
2.97E+04,,
2.93E+04,,
2.95E+04,,
2.97E+04,,
3.01E+04,,
3.09E+04,,
3.13E+04,,
3.12E+04,,
3.09E+04,,
3.05E+04,,
3.00E+04,,
2.97E+04,,
2.96E+04,,
2.98E+04,,
3.02E+04,,
3.08E+04,,
3.11E+04,,
3.12E+04,,
3.13E+04,,
3.10E+04,,
3.03E+04,,
3.00E+04,,
3.00E+04,,
3.01E+04,,
3.06E+04,,
3.13E+04,,
3.18E+04,,
3.17E+04,,
3.15E+04,,
3.12E+04,,
3.05E+04,,
2.99E+04,,
3.00E+04,,
3.03E+04,,
3.06E+04,,
3.12E+04,,
3.15E+04,,
3.14E+04,,
3.11E+04,,
3.08E+04,,
3.01E+04,,
2.97E+04,,
3.00E+04,,
3.01E+04,,
3.03E+04,,
3.10E+04,,
3.13E+04,,
3.14E+04,,
3.13E+04,,
3.11E+04,,
3.03E+04,,
2.98E+04,,
2.98E+04,,
3.02E+04,,
3.07E+04,,
3.15E+04,,
3.18E+04,,
3.14E+04,,
3.11E+04,,
3.08E+04,,
3.02E+04,,
2.99E+04,,
2.99E+04,,
3.03E+04,,
3.08E+04,,
3.14E+04,,
3.14E+04,,
3.12E+04,,
3.10E+04,,
3.06E+04,,
3.02E+04,,
3.02E+04,,
3.06E+04,,
3.11E+04,,
3.17E+04,,
3.18E+04,,
3.13E+04,,
3.13E+04,,
3.11E+04,,
3.05E+04,,
2.98E+04,,
2.95E+04,,
2.94E+04,,
2.96E+04,,
3.01E+04,,
3.06E+04,,
3.06E+04,,
3.07E+04,,
3.05E+04,,
3.02E+04,,
2.95E+04,,
2.97E+04,,
2.99E+04,,
3.00E+04,,
3.03E+04,,
3.10E+04,,
3.13E+04,,
3.12E+04,,
3.13E+04,,
3.13E+04,,
3.07E+04,,
3.04E+04,,
3.03E+04,,
3.00E+04,,
3.03E+04,,
3.12E+04,,
3.14E+04,,
3.12E+04,,
3.11E+04,,
3.07E+04,,
3.01E+04,,
2.99E+04,,
2.99E+04,,
3.00E+04,,
3.03E+04,,
3.11E+04,,
3.16E+04,,
3.15E+04,,
3.09E+04,,
3.07E+04,,
3.01E+04,,
3.00E+04,,
2.95E+04,,
2.92E+04,,
2.95E+04,,
3.01E+04,,
3.04E+04,,
3.01E+04,,
2.97E+04,,
2.94E+04,,
2.89E+04,,
2.91E+04,,
2.93E+04,,
2.97E+04,,
3.01E+04,,
3.08E+04,,
3.12E+04,,
3.14E+04,,
3.16E+04,,
3.13E+04,,
3.07E+04,,
3.07E+04,,
3.09E+04,,
3.14E+04,,
3.22E+04,,
3.28E+04,,
3.30E+04,,
3.28E+04,,
3.24E+04,,
3.21E+04,,
3.15E+04,,
3.10E+04,,
3.12E+04,,
3.16E+04,,
3.23E+04,,
3.26E+04,,
3.27E+04,,
3.23E+04,,
3.20E+04,,
3.17E+04,,
3.09E+04,,
3.06E+04,,
3.08E+04,,
3.11E+04,,
3.14E+04,,
3.18E+04,,
3.22E+04,,
3.23E+04,,
3.21E+04,,
3.19E+04,,
3.15E+04,,
3.13E+04,,
3.14E+04,,
3.20E+04,,
3.29E+04,,
3.30E+04,,
3.31E+04,,
3.30E+04,,
3.30E+04,,
3.27E+04,,
3.24E+04,,
3.30E+04,,
3.36E+04,,
3.44E+04,,
3.61E+04,,
3.78E+04,,
3.80E+04,,
3.85E+04,,
3.93E+04,,
4.00E+04,,
4.04E+04,,
4.06E+04,,
4.12E+04,,
4.21E+04,,
4.32E+04,,
4.53E+04,,
4.68E+04,,
4.71E+04,,
4.71E+04,,
4.70E+04,,
4.66E+04,,
4.64E+04,,
4.65E+04,,
4.75E+04,,
4.89E+04,,
4.97E+04,,
5.02E+04,,
5.05E+04,,
5.05E+04,,
5.02E+04,,
4.95E+04,,
4.91E+04,,
4.97E+04,,
4.98E+04,,
5.02E+04,,
5.13E+04,,
5.19E+04,,
5.18E+04,,
5.20E+04,,
5.15E+04,,
5.07E+04,,
5.04E+04,,
5.05E+04,,
5.08E+04,,
5.13E+04,,
5.22E+04,,
5.27E+04,,
5.29E+04,,
5.25E+04,,
5.17E+04,,
5.11E+04,,
5.12E+04,,
5.24E+04,,
5.41E+04,,
5.62E+04,,
5.96E+04,,
6.41E+04,,
6.54E+04,,
6.50E+04,,
6.56E+04,,
6.76E+04,,
6.84E+04,,
6.83E+04,,
6.59E+04,,
6.10E+04,,
5.34E+04,,
4.75E+04,,
4.54E+04,,
4.55E+04,,
4.83E+04,,
5.26E+04,,
5.27E+04,,
5.01E+04,,
4.56E+04,,
3.82E+04,,
2.82E+04,,
2.10E+04,,
1.85E+04,,
2.01E+04,,
2.36E+04,,
2.96E+04,,
3.29E+04,,
3.37E+04,,
3.18E+04,,
2.76E+04,,
1.98E+04,,
1.50E+04,,
1.50E+04,,
1.87E+04,,
2.48E+04,,
3.39E+04,,
3.96E+04,,
4.07E+04,,
3.84E+04,,
3.25E+04,,
2.38E+04,,
1.81E+04,,
1.73E+04,,
1.94E+04,,
2.96E+04,,
5.73E+04,,
6.39E+04,,
6.27E+04,,
5.85E+04,,
5.51E+04,,
4.50E+04,,
3.23E+04,,
2.90E+04,,
2.31E+04,,
2.37E+04,,
3.05E+04,,
3.46E+04,,
3.53E+04,,
3.86E+04,,
5.34E+04,,
4.70E+04,,
3.51E+04,,
3.30E+04,,
3.77E+04,,
4.86E+04,,
5.61E+04,,
5.50E+04,,
5.41E+04,,
5.37E+04,,
5.38E+04,,
4.84E+04,,
3.79E+04,,
3.58E+04,,
4.04E+04,,
4.95E+04,,
5.30E+04,,
5.15E+04,,
5.06E+04,,
5.02E+04,,
5.06E+04,,
4.84E+04,,
3.95E+04,,
3.69E+04,,
4.13E+04,,
4.89E+04,,
5.05E+04,,
4.90E+04,,
4.82E+04,,
4.79E+04,,
4.83E+04,,
4.80E+04,,
4.15E+04,,
3.91E+04,,
4.32E+04,,
4.83E+04,,
4.79E+04,,
4.64E+04,,
4.56E+04,,
4.54E+04,,
4.58E+04,,
4.66E+04,,
4.28E+04,,
4.09E+04,,
4.47E+04,,
4.73E+04,,
4.58E+04,,
4.44E+04,,
4.36E+04,,
4.34E+04,,
4.38E+04,,
4.52E+04,,
4.37E+04,,
4.24E+04,,
4.53E+04,,
4.59E+04,,
4.40E+04,,
4.26E+04,,
4.19E+04,,
4.16E+04,,
4.21E+04,,
4.36E+04,,
4.40E+04,,
4.37E+04,,
4.52E+04,,
4.43E+04,,
4.24E+04,,
4.10E+04,,
4.03E+04,,
4.01E+04,,
4.07E+04,,
4.22E+04,,
4.37E+04,,
4.41E+04,,
4.44E+04,,
4.32E+04,,
4.13E+04,,
4.00E+04,,
3.94E+04,,
3.92E+04,,
3.98E+04,,
4.12E+04,,
4.29E+04,,
4.36E+04,,
4.34E+04,,
4.20E+04,,
4.03E+04,,
3.89E+04,,
3.82E+04,,
3.80E+04,,
3.85E+04,,
4.00E+04,,
4.17E+04,,
4.26E+04,,
4.25E+04,,
4.12E+04,,
3.94E+04,,
3.80E+04,,
3.72E+04,,
3.70E+04,,
3.76E+04,,
3.92E+04,,
4.09E+04,,
4.20E+04,,
4.18E+04,,
4.04E+04,,
3.86E+04,,
3.72E+04,,
3.64E+04,,
3.63E+04,,
3.70E+04,,
3.85E+04,,
4.02E+04,,
4.13E+04,,
4.09E+04,,
3.96E+04,,
3.79E+04,,
3.65E+04,,
3.58E+04,,
3.56E+04,,
3.64E+04,,
3.80E+04,,
3.95E+04,,
4.05E+04,,
4.00E+04,,
3.90E+04,,
3.73E+04,,
3.59E+04,,
3.52E+04,,
3.51E+04,,
3.58E+04,,
3.74E+04,,
3.88E+04,,
3.94E+04,,
3.93E+04,,
3.84E+04,,
3.67E+04,,
3.54E+04,,
3.46E+04,,
3.45E+04,,
3.53E+04,,
3.70E+04,,
3.83E+04,,
3.89E+04,,
3.88E+04,,
3.79E+04,,
3.62E+04,,
3.48E+04,,
3.42E+04,,
3.41E+04,,
3.49E+04,,
3.65E+04,,
3.79E+04,,
3.84E+04,,
3.84E+04,,
3.75E+04,,
3.57E+04,,
3.44E+04,,
3.37E+04,,
3.37E+04,,
3.45E+04,,
3.62E+04,,
3.75E+04,,
3.80E+04,,
3.79E+04,,
3.70E+04,,
3.53E+04,,
3.40E+04,,
3.33E+04,,
3.33E+04,,
3.41E+04,,
3.57E+04,,
3.70E+04,,
3.76E+04,,
3.76E+04,,
3.67E+04,,
3.50E+04,,
3.37E+04,,
3.30E+04,,
3.30E+04,,
3.38E+04,,
3.54E+04,,
3.67E+04,,
3.72E+04,,
3.72E+04,,
3.63E+04,,
3.46E+04,,
3.33E+04,,
3.26E+04,,
3.26E+04,,
3.35E+04,,
3.51E+04,,
3.63E+04,,
3.69E+04,,
3.69E+04,,
3.59E+04,,
3.43E+04,,
3.30E+04,,
3.23E+04,,
3.23E+04,,
3.32E+04,,
3.48E+04,,
3.61E+04,,
3.66E+04,,
3.66E+04,,
3.56E+04,,
3.40E+04,,
3.27E+04,,
3.21E+04,,
3.21E+04,,
3.29E+04,,
3.45E+04,,
3.58E+04,,
3.63E+04,,
3.63E+04,,
3.54E+04,,
3.38E+04,,
3.25E+04,,
3.19E+04,,
3.18E+04,,
3.28E+04,,
3.44E+04,,
3.56E+04,,
3.62E+04,,
3.61E+04,,
3.50E+04,,
3.34E+04,,
3.22E+04,,
3.17E+04,,
3.17E+04,,
3.26E+04,,
3.42E+04,,
3.55E+04,,
3.59E+04,,
3.57E+04,,
3.47E+04,,
3.31E+04,,
3.19E+04,,
3.15E+04,,
3.15E+04,,
3.25E+04,,
3.40E+04,,
3.53E+04,,
3.57E+04,,
3.56E+04,,
3.45E+04,,
3.29E+04,,
3.18E+04,,
3.13E+04,,
3.13E+04,,
3.23E+04,,
3.39E+04,,
3.51E+04,,
3.56E+04,,
3.54E+04,,
3.44E+04,,
3.28E+04,,
3.16E+04,,
3.11E+04,,
3.12E+04,,
3.22E+04,,
3.38E+04,,
3.50E+04,,
3.55E+04,,
3.53E+04,,
3.42E+04,,
3.26E+04,,
3.14E+04,,
3.09E+04,,
3.10E+04,,
3.21E+04,,
3.37E+04,,
3.49E+04,,
3.54E+04,,
3.52E+04,,
3.41E+04,,
3.25E+04,,
3.13E+04,,
3.08E+04,,
3.09E+04,,
3.20E+04,,
3.36E+04,,
3.48E+04,,
3.53E+04,,
3.51E+04,,
3.40E+04,,
3.23E+04,,
3.12E+04,,
3.07E+04,,
3.08E+04,,
3.19E+04,,
3.35E+04,,
3.47E+04,,
3.51E+04,,
3.49E+04,,
3.38E+04,,
3.22E+04,,
3.11E+04,,
3.06E+04,,
3.07E+04,,
3.18E+04,,
3.34E+04,,
3.45E+04,,
3.49E+04,,
3.47E+04,,
3.36E+04,,
3.20E+04,,
3.09E+04,,
3.05E+04,,
3.07E+04,,
3.18E+04,,
3.34E+04,,
3.45E+04,,
3.48E+04,,
3.46E+04,,
3.34E+04,,
3.19E+04,,
3.08E+04,,
3.04E+04,,
3.06E+04,,
3.17E+04,,
3.33E+04,,
3.44E+04,,
3.47E+04,,
3.45E+04,,
3.34E+04,,
3.18E+04,,
3.07E+04,,
3.03E+04,,
3.04E+04,,
3.16E+04,,
3.31E+04,,
3.41E+04,,
3.44E+04,,
3.42E+04,,
3.31E+04,,
3.16E+04,,
3.05E+04,,
3.01E+04,,
3.02E+04,,
3.14E+04,,
3.29E+04,,
3.38E+04,,
3.41E+04,,
3.38E+04,,
3.27E+04,,
3.11E+04,,
3.01E+04,,
2.97E+04,,
2.99E+04,,
3.10E+04,,
3.25E+04,,
3.35E+04,,
3.37E+04,,
3.35E+04,,
3.24E+04,,
3.09E+04,,
2.99E+04,,
2.95E+04,,
2.97E+04,,
3.08E+04,,
3.21E+04,,
3.30E+04,,
3.31E+04,,
3.29E+04,,
3.17E+04,,
3.03E+04,,
2.93E+04,,
2.89E+04,,
2.91E+04,,
3.02E+04,,
3.15E+04,,
3.24E+04,,
3.26E+04,,
3.23E+04,,
3.12E+04,,
2.99E+04,,
2.91E+04,,
2.89E+04,,
2.92E+04,,
3.04E+04,,
3.18E+04,,
3.27E+04,,
3.30E+04,,
3.29E+04,,
3.21E+04,,
3.11E+04,,
3.06E+04,,
3.07E+04,,
3.11E+04,,
3.23E+04,,
3.36E+04,,
3.44E+04,,
3.46E+04,,
3.44E+04,,
3.35E+04,,
3.23E+04,,
3.15E+04,,
3.12E+04,,
3.11E+04,,
3.18E+04,,
3.27E+04,,
3.29E+04,,
3.28E+04,,
3.24E+04,,
3.13E+04,,
3.01E+04,,
2.94E+04,,
2.92E+04,,
2.95E+04,,
3.06E+04,,
3.17E+04,,
3.24E+04,,
3.25E+04,,
3.22E+04,,
3.13E+04,,
3.02E+04,,
2.96E+04,,
2.95E+04,,
2.99E+04,,
3.09E+04,,
3.21E+04,,
3.27E+04,,
3.28E+04,,
3.25E+04,,
3.16E+04,,
3.05E+04,,
2.99E+04,,
2.97E+04,,
3.00E+04,,
3.11E+04,,
3.22E+04,,
3.28E+04,,
3.29E+04,,
3.26E+04,,
3.16E+04,,
3.05E+04,,
2.99E+04,,
2.98E+04,,
3.01E+04,,
3.12E+04,,
3.23E+04,,
3.30E+04,,
3.31E+04,,
3.28E+04,,
3.18E+04,,
3.07E+04,,
3.01E+04,,
3.00E+04,,
3.03E+04,,
3.14E+04,,
3.26E+04,,
3.32E+04,,
3.33E+04,,
3.30E+04,,
3.20E+04,,
3.10E+04,,
3.05E+04,,
3.03E+04,,
3.07E+04,,
3.17E+04,,
3.28E+04,,
3.34E+04,,
3.35E+04,,
3.32E+04,,
3.22E+04,,
3.11E+04,,
3.05E+04,,
3.04E+04,,
3.08E+04,,
3.19E+04,,
3.30E+04,,
3.35E+04,,
3.35E+04,,
3.31E+04,,
3.21E+04,,
3.10E+04,,
3.04E+04,,
3.03E+04,,
3.07E+04,,
3.17E+04,,
3.29E+04,,
3.35E+04,,
3.36E+04,,
3.32E+04,,
3.21E+04,,
3.10E+04,,
3.03E+04,,
3.02E+04,,
3.06E+04,,
3.17E+04,,
3.28E+04,,
3.34E+04,,
3.34E+04,,
3.30E+04,,
3.20E+04,,
3.09E+04,,
3.03E+04,,
3.02E+04,,
3.06E+04,,
3.17E+04,,
3.28E+04,,
3.34E+04,,
3.35E+04,,
3.31E+04,,
3.21E+04,,
3.11E+04,,
3.06E+04,,
3.06E+04,,
3.10E+04,,
3.22E+04,,
3.35E+04,,
3.42E+04,,
3.43E+04,,
3.40E+04,,
3.30E+04,,
3.21E+04,,
3.16E+04,,
3.17E+04,,
3.22E+04,,
3.34E+04,,
3.45E+04,,
3.52E+04,,
3.52E+04,,
3.48E+04,,
3.38E+04,,
3.28E+04,,
3.23E+04,,
3.23E+04,,
3.27E+04,,
3.38E+04,,
3.49E+04,,
3.54E+04,,